latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
39.828,20.039,311.8,1.1,1,2018-10-20,0925,T,63,6.0NRT,300.4,5.1,D
39.502,21.886,312.8,1,1,2018-10-20,0925,T,68,6.0NRT,298.1,6.2,D
39.294,22.719,310.1,1,1,2018-10-20,0925,T,63,6.0NRT,296.6,4.8,D
39.103,22.333,310.8,1,1,2018-10-20,0925,T,49,6.0NRT,297.5,6,D
39.101,22.344,309.3,1,1,2018-10-20,0925,T,38,6.0NRT,296.8,4.9,D
38.564,23.297,306.5,1,1,2018-10-20,0925,T,47,6.0NRT,292.4,4.8,D
37.456,21.661,309.3,1,1,2018-10-20,0925,T,56,6.0NRT,297,5.5,D
55.699,32.891,307.5,1.2,1.1,2018-10-20,0920,T,65,6.0NRT,279,14.5,D
54.071,33.344,300.7,1.3,1.1,2018-10-20,0920,T,40,6.0NRT,283.2,9.1,D
53.553,33.7,328.7,1.4,1.2,2018-10-20,0920,T,86,6.0NRT,285.9,46.2,D
51.262,34.867,304.2,3.8,1.8,2018-10-20,0930,A,58,6.0NRT,285.3,47.2,D
53.557,33.688,303.1,3.5,1.8,2018-10-20,0930,A,55,6.0NRT,284.1,42.7,D
53.552,33.69,311.5,3.5,1.8,2018-10-20,0930,A,71,6.0NRT,284.3,74.5,D
56.933,-2.777,319.4,1.4,1.2,2018-10-20,1100,T,71,6.0NRT,287.3,29.5,D
56.929,-2.785,312.4,1.4,1.2,2018-10-20,1100,T,54,6.0NRT,287.2,20.7,D
54.325,-1.052,301.9,1.2,1.1,2018-10-20,1100,T,43,6.0NRT,281.2,8.3,D
54.394,-1.978,300.9,1.2,1.1,2018-10-20,1100,T,42,6.0NRT,279.9,8.2,D
51.493,6.745,307.5,1.3,1.1,2018-10-20,1100,T,55,6.0NRT,289.4,11.3,D
51.169,3.816,311.9,1,1,2018-10-20,1100,T,54,6.0NRT,276.8,13.5,D
51.054,0.742,301.9,1,1,2018-10-20,1100,T,50,6.0NRT,289.6,4.3,D
49.36,6.754,302.6,1.4,1.2,2018-10-20,1100,T,38,6.0NRT,291.4,6.9,D
49.505,5.968,300.5,1.3,1.1,2018-10-20,1100,T,38,6.0NRT,285.7,6,D
49.35,6.749,303.8,1.4,1.2,2018-10-20,1100,T,47,6.0NRT,291.7,7.8,D
49.345,6.741,301.6,1.4,1.2,2018-10-20,1100,T,31,6.0NRT,290.6,5.8,D
49.244,6.856,305.7,1.4,1.2,2018-10-20,1100,T,62,6.0NRT,289.4,11.4,D
43.446,4.896,305.4,1.6,1.2,2018-10-20,1105,T,0,6.0NRT,290.9,10.4,D
41.349,-6.67,305.5,1.3,1.1,2018-10-20,1105,T,57,6.0NRT,291.5,6.5,D
39.062,-6.463,304.7,1.2,1.1,2018-10-20,1105,T,54,6.0NRT,292.2,5.2,D
38.72,-7.484,306.3,1.4,1.2,2018-10-20,1105,T,59,6.0NRT,291.4,7,D
37.061,34.942,313.6,1.3,1.1,2018-10-20,1105,A,63,6.0NRT,297.8,7.1,D
37.329,33.466,331.1,1.1,1.1,2018-10-20,1105,A,87,6.0NRT,297.6,27.3,D
37.327,33.453,369.9,1.1,1.1,2018-10-20,1105,A,100,6.0NRT,304,128.7,D
37.503,33.991,313.9,1.2,1.1,2018-10-20,1105,A,72,6.0NRT,298,8.7,D
37.663,33.395,320,1.1,1.1,2018-10-20,1105,A,77,6.0NRT,299.4,13.4,D
37.656,32.986,316.6,1.1,1,2018-10-20,1105,A,73,6.0NRT,301.2,7.9,D
37.627,32.61,314.4,1.1,1,2018-10-20,1105,A,70,6.0NRT,297.2,7.8,D
38.201,30.029,318.3,1,1,2018-10-20,1105,A,73,6.0NRT,295.2,12.6,D
38.562,27.735,314.3,1.1,1.1,2018-10-20,1105,A,68,6.0NRT,300.3,7.5,D
39.561,34.038,328,1.3,1.1,2018-10-20,1105,A,81,6.0NRT,299.8,28.7,D
39.559,34.024,320.9,1.3,1.1,2018-10-20,1105,A,74,6.0NRT,299.3,17.6,D
37.756,22.268,303.5,2.3,1.5,2018-10-20,1105,A,15,6.0NRT,290.1,7.8,D
40.13,28.059,310.7,1.1,1,2018-10-20,1105,A,55,6.0NRT,293.4,7.4,D
40.119,27.934,306.4,1.1,1,2018-10-20,1105,A,60,6.0NRT,294.3,4.3,D
39.322,22.598,323.1,2,1.4,2018-10-20,1105,A,81,6.0NRT,296.8,44.2,D
40.297,27.433,310.7,1.1,1,2018-10-20,1105,A,69,6.0NRT,294.6,7,D
40.277,27.252,308,1.1,1.1,2018-10-20,1105,A,56,6.0NRT,292.1,5.6,D
40.292,27.256,305.4,1.1,1.1,2018-10-20,1105,A,49,6.0NRT,292.7,4.6,D
39.37,22.504,311.9,2,1.4,2018-10-20,1105,A,67,6.0NRT,296,15.5,D
40.335,27.337,309.2,1.1,1,2018-10-20,1105,A,60,6.0NRT,293.5,5.5,D
39.467,22.337,312.6,2.1,1.4,2018-10-20,1105,A,68,6.0NRT,298.4,13.3,D
40.765,26.469,309.5,1.2,1.1,2018-10-20,1105,A,57,6.0NRT,291.3,6.8,D
39.955,21.5,327,2.2,1.4,2018-10-20,1105,A,84,6.0NRT,292.2,75.2,D
39.95,21.474,334.8,2.2,1.5,2018-10-20,1105,A,89,6.0NRT,293.3,109.1,D
40.243,21.395,307.3,2.2,1.4,2018-10-20,1105,A,64,6.0NRT,294.2,14.5,D
42.508,22.335,322.5,1.7,1.3,2018-10-20,1105,A,82,6.0NRT,283.4,46.1,D
43.678,27.97,317.2,1,1,2018-10-20,1105,A,77,6.0NRT,290.3,12.5,D
43.509,23.956,312.1,1.4,1.2,2018-10-20,1105,A,70,6.0NRT,288.4,13.1,D
43.424,23.508,304.3,1.4,1.2,2018-10-20,1105,A,32,6.0NRT,286.4,7.1,D
43.616,24.082,348.9,1.3,1.1,2018-10-20,1105,A,90,6.0NRT,290.9,84.7,D
44.559,25.872,307.2,1.1,1,2018-10-20,1105,A,59,6.0NRT,292.4,6,D
44.942,27.025,311.4,1,1,2018-10-20,1105,A,71,6.0NRT,290.7,9.3,D
44.942,25.876,304.6,1.1,1,2018-10-20,1105,A,52,6.0NRT,289,3.8,D
44.541,22.715,306.7,1.5,1.2,2018-10-20,1105,A,0,6.0NRT,291.9,7.1,D
44.717,23.073,307,1.4,1.2,2018-10-20,1105,A,64,6.0NRT,291.9,9.5,D
46.221,33.36,315,1.4,1.2,2018-10-20,1105,A,72,6.0NRT,291.9,17,D
46.377,33.656,316.5,1.5,1.2,2018-10-20,1105,A,75,6.0NRT,296.7,17.6,D
46.625,34.431,324.8,1.6,1.2,2018-10-20,1105,A,82,6.0NRT,295.7,34.2,D
46.614,34.425,317.7,1.6,1.2,2018-10-20,1105,A,70,6.0NRT,296.5,19.9,D
46.626,34.423,319.1,1.6,1.2,2018-10-20,1105,A,77,6.0NRT,296.4,22.6,D
46.546,33.514,311.3,1.4,1.2,2018-10-20,1105,A,67,6.0NRT,296.9,8.8,D
45.833,27.568,305.1,1,1,2018-10-20,1105,A,49,6.0NRT,288.5,5.6,D
46.633,33.988,308.2,1.5,1.2,2018-10-20,1105,A,56,6.0NRT,295.2,7,D
46.631,33.968,356.4,1.5,1.2,2018-10-20,1105,A,98,6.0NRT,299,134.5,D
45.87,27.384,312.7,1,1,2018-10-20,1105,A,73,6.0NRT,293.5,8.3,D
46.006,27.542,320.1,1,1,2018-10-20,1105,A,80,6.0NRT,291,17.2,D
46.095,27.216,323.8,1,1,2018-10-20,1105,A,83,6.0NRT,292.4,20,D
46.273,27.66,315.9,1,1,2018-10-20,1105,A,66,6.0NRT,293.7,11.7,D
46.207,27.214,304.8,1,1,2018-10-20,1105,A,60,6.0NRT,291.3,4.3,D
46.955,29.113,302.3,1,1,2018-10-20,1105,A,26,6.0NRT,289.8,4.7,D
47.604,34.071,332.5,1.6,1.2,2018-10-20,1105,A,82,6.0NRT,289.5,56,D
47.615,34.069,357.7,1.6,1.2,2018-10-20,1105,A,99,6.0NRT,291.5,152,D
47.613,34.048,317.8,1.6,1.2,2018-10-20,1105,A,75,6.0NRT,291.8,24.7,D
47.595,33.84,308.4,1.5,1.2,2018-10-20,1105,A,60,6.0NRT,293.5,9.1,D
47.339,30.717,315.5,1.1,1.1,2018-10-20,1105,A,74,6.0NRT,297,11.3,D
47.337,30.703,330.6,1.1,1.1,2018-10-20,1105,A,86,6.0NRT,297.4,30.3,D
47.343,30.709,311.1,1.1,1.1,2018-10-20,1105,A,47,6.0NRT,297.1,8.6,D
47.714,33.769,310.5,1.5,1.2,2018-10-20,1105,A,65,6.0NRT,290.6,12.3,D
46.4,23.861,311.2,1.2,1.1,2018-10-20,1105,A,65,6.0NRT,293,9.6,D
46.419,23.854,310.2,1.2,1.1,2018-10-20,1105,A,23,6.0NRT,294.9,7.1,D
46.422,23.864,310.1,1.2,1.1,2018-10-20,1105,A,63,6.0NRT,293.7,7.6,D
47.4,29.712,316.8,1.1,1,2018-10-20,1105,A,76,6.0NRT,294.6,13.1,D
47.502,30.012,316.1,1.1,1,2018-10-20,1105,A,76,6.0NRT,295.3,12.6,D
47.504,29.671,302.7,1.1,1,2018-10-20,1105,A,44,6.0NRT,291.2,2.4,D
47.941,32.75,311.3,1.4,1.2,2018-10-20,1105,A,68,6.0NRT,293,12.7,D
47.939,32.732,325.1,1.4,1.2,2018-10-20,1105,A,83,6.0NRT,289.6,33.5,D
46.317,21.518,307.7,1.5,1.2,2018-10-20,1105,A,66,6.0NRT,292.1,8.6,D
47.597,28.395,307.5,1,1,2018-10-20,1105,A,66,6.0NRT,291.5,6.2,D
47.801,29.922,305.4,1.1,1,2018-10-20,1105,A,58,6.0NRT,292.3,5.3,D
47.856,30.056,305,1.1,1,2018-10-20,1105,A,56,6.0NRT,284.6,6.5,D
47.854,30.041,312.3,1.1,1,2018-10-20,1105,A,71,6.0NRT,286.4,12.1,D
48.3,34.383,306.4,1.7,1.3,2018-10-20,1105,A,55,6.0NRT,292.8,9.1,D
48.298,34.36,312.3,1.7,1.3,2018-10-20,1105,A,70,6.0NRT,293.5,17.8,D
48.324,34.401,305.8,1.7,1.3,2018-10-20,1105,A,25,6.0NRT,291.9,8.3,D
47.7,28.468,307.6,1,1,2018-10-20,1105,A,66,6.0NRT,291.9,5.9,D
48.332,34.395,307.6,1.7,1.3,2018-10-20,1105,A,63,6.0NRT,292.5,12,D
48.077,31.196,308.1,1.2,1.1,2018-10-20,1105,A,64,6.0NRT,295.4,7.2,D
47.717,27.988,301.6,1,1,2018-10-20,1105,A,38,6.0NRT,284.4,5.1,D
47.715,27.975,306.8,1,1,2018-10-20,1105,A,64,6.0NRT,283.6,7.9,D
48.222,31.795,305.5,1.3,1.1,2018-10-20,1105,A,56,6.0NRT,293.5,5.6,D
47.976,29.538,313.7,1.1,1,2018-10-20,1105,A,74,6.0NRT,285.4,12.7,D
47.972,29.279,304.4,1.1,1,2018-10-20,1105,A,38,6.0NRT,282.3,6.1,D
48.166,30.615,334.3,1.1,1.1,2018-10-20,1105,A,89,6.0NRT,292.6,39.8,D
48.281,31.586,321.7,1.2,1.1,2018-10-20,1105,A,81,6.0NRT,291.8,23.8,D
48.228,30.999,302,1.2,1.1,2018-10-20,1105,A,47,6.0NRT,289.3,3.9,D
48.124,29.921,309.7,1.1,1,2018-10-20,1105,A,69,6.0NRT,293.1,8.6,D
48.122,29.906,307.6,1.1,1,2018-10-20,1105,A,62,6.0NRT,293.8,7,D
48.264,30.489,310.8,1.1,1.1,2018-10-20,1105,A,71,6.0NRT,290.8,9.9,D
48.703,34.906,304.8,1.8,1.3,2018-10-20,1105,A,60,6.0NRT,285.1,12.7,D
48.272,30.394,305.1,1.1,1.1,2018-10-20,1105,A,0,6.0NRT,286.2,6.6,D
48.333,30.582,302.8,1.1,1.1,2018-10-20,1105,A,31,6.0NRT,285.1,4.8,N
48.163,28.692,304.3,1,1,2018-10-20,1110,A,50,6.0NRT,291.1,4.4,D
48.161,28.679,306.5,1,1,2018-10-20,1110,A,64,6.0NRT,291.4,6.1,D
48.235,29.1,311.8,1,1,2018-10-20,1110,A,72,6.0NRT,291.9,10.2,D
48.244,29.097,330.2,1,1,2018-10-20,1110,A,87,6.0NRT,293.4,29.5,D
48.242,29.083,305.5,1,1,2018-10-20,1110,A,42,6.0NRT,291.4,4.9,D
48.357,29.96,304.9,1.1,1,2018-10-20,1110,A,36,6.0NRT,291.8,4.7,D
48.355,29.945,306.4,1.1,1,2018-10-20,1110,A,52,6.0NRT,293.1,5.6,D
48.718,33.288,311.7,1.5,1.2,2018-10-20,1110,A,72,6.0NRT,284.8,20.3,D
48.394,29.709,306.6,1.1,1,2018-10-20,1110,A,64,6.0NRT,292.2,6.8,D
48.392,29.694,328,1.1,1,2018-10-20,1110,A,85,6.0NRT,292.8,28.5,D
48.402,29.419,304.6,1.1,1,2018-10-20,1110,A,22,6.0NRT,285.6,8.3,D
48.485,29.783,317.3,1.1,1,2018-10-20,1110,A,61,6.0NRT,291,15.8,D
48.82,32.817,306.8,1.4,1.2,2018-10-20,1110,A,39,6.0NRT,289.4,9.2,D
48.913,33.734,309.8,1.6,1.2,2018-10-20,1110,A,52,6.0NRT,282.6,19.9,D
48.83,32.815,317.7,1.4,1.2,2018-10-20,1110,A,78,6.0NRT,290.9,23.9,D
49.006,34.713,310.9,1.8,1.3,2018-10-20,1110,A,71,6.0NRT,292.8,16.6,D
48.914,33.726,310.9,1.6,1.2,2018-10-20,1110,A,0,6.0NRT,282.7,20.4,D
49.014,34.705,309.1,1.8,1.3,2018-10-20,1110,A,68,6.0NRT,292,14.8,D
48.693,30.966,307,1.2,1.1,2018-10-20,1110,A,37,6.0NRT,284.6,7.4,D
48.691,30.95,318.3,1.2,1.1,2018-10-20,1110,A,78,6.0NRT,287.4,18.9,D
48.703,30.964,307.3,1.2,1.1,2018-10-20,1110,A,28,6.0NRT,283.7,7.2,D
48.701,30.948,311.7,1.2,1.1,2018-10-20,1110,A,24,6.0NRT,287.2,11.3,D
46.642,18.392,302.2,2.2,1.4,2018-10-20,1110,A,49,6.0NRT,290.1,12.5,D
47.364,21.666,305.4,1.4,1.2,2018-10-20,1110,A,61,6.0NRT,291.6,8.6,D
49.213,34.633,307.9,1.8,1.3,2018-10-20,1110,A,66,6.0NRT,287.3,14,D
49.211,34.609,310.1,1.8,1.3,2018-10-20,1110,A,69,6.0NRT,289.4,17.3,D
49.189,34.182,323.1,1.7,1.3,2018-10-20,1110,A,82,6.0NRT,282.8,44.1,D
49.296,34.394,308.3,1.7,1.3,2018-10-20,1110,A,67,6.0NRT,282,18.8,D
49.357,34.878,303.3,1.8,1.3,2018-10-20,1110,A,55,6.0NRT,285,9.4,D
49.363,34.869,307.5,1.8,1.3,2018-10-20,1110,A,66,6.0NRT,285.6,14.8,D
48.955,30.117,308.7,1.1,1.1,2018-10-20,1110,A,68,6.0NRT,291.2,8.5,D
48.953,30.101,305.2,1.1,1.1,2018-10-20,1110,A,50,6.0NRT,292.3,5.7,D
48.964,30.114,304.7,1.1,1.1,2018-10-20,1110,A,29,6.0NRT,290.5,5,D
48.865,29.286,310.7,1.1,1,2018-10-20,1110,A,70,6.0NRT,286.8,10.6,D
49.519,34.787,303.8,1.8,1.3,2018-10-20,1110,A,57,6.0NRT,283.9,13.3,D
49.517,34.762,302.4,1.8,1.3,2018-10-20,1110,A,52,6.0NRT,281.9,11.6,D
49.13,29.714,307.8,1.1,1,2018-10-20,1110,A,66,6.0NRT,290.1,8.4,D
49.144,29.628,302.7,1.1,1,2018-10-20,1110,A,50,6.0NRT,290.5,5,D
49.602,33.981,305.4,1.7,1.3,2018-10-20,1110,A,39,6.0NRT,289.4,10.2,D
49.6,33.958,305.4,1.7,1.3,2018-10-20,1110,A,43,6.0NRT,290.3,9.9,D
49.219,29.777,302.1,1.1,1.1,2018-10-20,1110,A,50,6.0NRT,288.4,4.1,D
49.689,34.494,317.9,1.8,1.3,2018-10-20,1110,A,78,6.0NRT,285.4,36.3,D
49.687,34.469,308.9,1.8,1.3,2018-10-20,1110,A,68,6.0NRT,284.9,19.5,D
49.532,32.416,318.5,1.4,1.2,2018-10-20,1110,A,78,6.0NRT,270.8,29.2,D
49.697,34.485,313.9,1.8,1.3,2018-10-20,1110,A,69,6.0NRT,284.8,25.5,D
49.28,29.925,348.7,1.1,1.1,2018-10-20,1110,A,95,6.0NRT,291.7,68.3,D
49.279,29.91,341.7,1.1,1.1,2018-10-20,1110,A,92,6.0NRT,293,52.8,D
49.29,29.922,315.7,1.1,1.1,2018-10-20,1110,A,76,6.0NRT,290.9,14.6,D
49.288,29.907,328.1,1.1,1.1,2018-10-20,1110,A,85,6.0NRT,291.3,29.7,D
49.273,29.693,303.9,1.1,1,2018-10-20,1110,A,57,6.0NRT,290.5,5.5,D
49.417,30.435,309.5,1.2,1.1,2018-10-20,1110,A,36,6.0NRT,289.2,8.4,D
49.307,29.498,302.9,1.1,1,2018-10-20,1110,A,53,6.0NRT,289.3,4.9,D
49.418,30.429,308.1,1.2,1.1,2018-10-20,1110,A,53,6.0NRT,289.2,7.8,D
49.428,30.427,307.2,1.2,1.1,2018-10-20,1110,A,47,6.0NRT,289.1,6.8,D
49.426,30.411,330.4,1.2,1.1,2018-10-20,1110,A,87,6.0NRT,292.5,34.3,D
50.091,32.03,321.8,1.4,1.2,2018-10-20,1110,A,81,6.0NRT,289.8,31.1,D
50.089,32.011,308.5,1.4,1.2,2018-10-20,1110,A,67,6.0NRT,288.2,14,D
50.148,32.414,306,1.4,1.2,2018-10-20,1110,A,58,6.0NRT,291.2,9.3,D
50.147,32.395,312.3,1.4,1.2,2018-10-20,1110,A,68,6.0NRT,291.5,16.7,D
50.159,32.412,307.9,1.4,1.2,2018-10-20,1110,A,45,6.0NRT,291.8,10.8,D
50.157,32.392,326.2,1.4,1.2,2018-10-20,1110,A,79,6.0NRT,291.6,38,D
50.504,34.649,353.7,1.8,1.3,2018-10-20,1110,A,97,6.0NRT,282.4,175.1,D
50.502,34.623,349.7,1.8,1.3,2018-10-20,1110,A,96,6.0NRT,285.5,152.4,D
50.529,34.671,302.9,1.8,1.3,2018-10-20,1110,A,54,6.0NRT,274.9,18,D
50.527,34.645,308.5,1.8,1.3,2018-10-20,1110,A,67,6.0NRT,275.5,26.1,D
50.534,34.665,308.6,1.8,1.3,2018-10-20,1110,A,67,6.0NRT,274.1,26.8,D
50.532,34.639,301.5,1.8,1.3,2018-10-20,1110,A,47,6.0NRT,274.9,16.1,D
50.316,31.863,345.6,1.4,1.2,2018-10-20,1110,A,94,6.0NRT,292.7,81.7,D
50.314,31.844,303.3,1.4,1.2,2018-10-20,1110,A,55,6.0NRT,289.9,5.6,D
50.61,34.283,318.9,1.8,1.3,2018-10-20,1110,A,79,6.0NRT,279.3,41.2,D
50.608,34.258,316,1.8,1.3,2018-10-20,1110,A,76,6.0NRT,281.4,34.6,D
51.064,34.169,313.1,1.8,1.3,2018-10-20,1110,A,73,6.0NRT,287.6,26.1,D
51.152,34.12,313,1.8,1.3,2018-10-20,1110,A,73,6.0NRT,287.5,26.4,D
51.655,27.219,307.8,1,1,2018-10-20,1110,A,64,6.0NRT,287.5,9,D
51.893,26.581,328.3,1,1,2018-10-20,1110,A,86,6.0NRT,285.8,28.7,D
51.891,26.566,329.2,1,1,2018-10-20,1110,A,86,6.0NRT,288.5,29.9,D
51.959,26.113,304,1,1,2018-10-20,1110,A,17,6.0NRT,284.7,5.8,D
51.957,26.098,301.5,1,1,2018-10-20,1110,A,19,6.0NRT,282.5,4.2,D
52.404,29.533,303,1.2,1.1,2018-10-20,1110,A,51,6.0NRT,285.6,8.5,D
56.388,30.554,317.6,1.4,1.2,2018-10-20,1110,A,78,6.0NRT,280.4,29.3,D
36.869,6.982,310.3,1,1,2018-10-20,1245,A,55,6.0NRT,298.5,5.5,D
43.101,1.698,319.8,1.1,1,2018-10-20,1245,A,80,6.0NRT,290.9,18.4,D
43.099,1.684,312.6,1.1,1,2018-10-20,1245,A,73,6.0NRT,290.5,11.2,D
43.845,5.994,307.8,1.1,1,2018-10-20,1245,A,66,6.0NRT,293.6,5.9,D
43.356,1.258,307,1.1,1.1,2018-10-20,1245,A,64,6.0NRT,290.6,7.2,D
43.99,1.265,310,1.1,1,2018-10-20,1245,A,48,6.0NRT,290.8,8.5,D
43.997,1.249,306.9,1.1,1,2018-10-20,1245,A,61,6.0NRT,291,6.7,D
45.841,12.269,305.4,2.2,1.4,2018-10-20,1245,A,61,6.0NRT,293.3,13.4,D
44.783,0.619,307.2,1.1,1.1,2018-10-20,1245,A,61,6.0NRT,296.2,6.1,D
47.171,7.56,303.2,1.3,1.1,2018-10-20,1245,A,55,6.0NRT,292,6.9,D
46.825,2.303,310,1,1,2018-10-20,1245,A,66,6.0NRT,297.9,5.9,D
46.823,2.29,307.8,1,1,2018-10-20,1245,A,62,6.0NRT,297.6,4.2,D
46.982,-0.188,300.8,1.1,1.1,2018-10-20,1245,A,42,6.0NRT,289.5,3.1,D
51.171,3.807,314.8,1.1,1,2018-10-20,1245,A,57,6.0NRT,289.7,13.6,D
51.042,2.297,320.2,1,1,2018-10-20,1245,A,60,6.0NRT,292.3,16.1,D
51.041,2.283,305.6,1,1,2018-10-20,1245,A,0,6.0NRT,291.5,4.3,D
52.153,10.374,300.7,2,1.4,2018-10-20,1245,A,41,6.0NRT,286.8,11.8,D
51.546,-0.425,303,1,1,2018-10-20,1245,A,54,6.0NRT,288.9,5.2,D
53.565,-0.604,307.9,1,1,2018-10-20,1250,A,62,6.0NRT,288.8,8.7,D
53.88,-1.831,309.2,1,1,2018-10-20,1250,A,68,6.0NRT,284.8,10.7,D
53.877,-1.847,301.7,1,1,2018-10-20,1250,A,48,6.0NRT,287.1,5.7,D
